image_path,overall_grade,centering,corners,edges,surface
data\raw_slabs\ebay_318090422429.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287244862391.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167924406126.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226881209352.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336495638476.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117059478476.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117111976059.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_205955956117.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366235255259.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389816130662.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287239459324.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306830356074.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318025528954.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306635623130.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358342632721.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317982250455.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257416930467.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358360823379.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117015530790.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287214742493.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327032568231.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377037385255.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227092679100.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187567194970.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318024766491.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267542136532.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227046438486.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167521107743.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167939778955.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188088517892.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206118875974.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406768814733.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747722861.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747623850.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236470138973.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298096046954.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117079459355.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157729111352.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406721604032.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366152763721.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377009377961.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377009375773.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227250154392.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406753509664.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297929641679.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227242115226.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358277942938.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406735774032.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177923825047.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406250301958.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188110233207.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_266291982367.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_205812682908.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126622122047.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117060159101.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147173412130.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406674667879.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188098680128.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168171101746.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167649314633.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167649317058.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406687836470.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406724147185.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198138209788.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167649316148.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127692279466.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406687840810.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406687845070.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317917250880.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157693297709.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127688317064.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_334873778386.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_326985291679.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147153911580.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157588749421.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167764534426.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167764540536.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406688019339.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198114761805.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317846402264.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_266271447362.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_335755451477.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206077781345.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_205574724751.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406650953289.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406390852279.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406638437100.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257351159271.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366093005701.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167649316238.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406638439303.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287124070761.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406675797998.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206047876442.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116637416902.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297994682262.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366167326030.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287111411698.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317826103798.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197935045152.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277688767429.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_394836633194.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376890250819.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227194786627.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_266262704712.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117015628464.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389582136874.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_146895889255.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073323.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376871555654.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397546532838.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297952874666.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157639879276.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389466654798.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227198062799.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187969351593.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167939793292.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365104056837.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287104204353.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157644510074.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317714882888.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286587486868.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287083760924.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127627979427.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317714877547.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397263016494.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366144487132.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406630499276.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389494924086.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116937486379.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406618151203.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187711680696.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389483855971.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287039202460.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_156323917374.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236560216323.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167924405907.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257301560400.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_203874843149.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286963186108.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287048651616.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287053392268.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406557555055.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168055175722.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127543844534.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073323.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376871555654.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397546532838.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297952874666.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157639879276.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389466654798.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227198062799.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187969351593.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167939793292.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365104056837.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287104204353.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157644510074.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317714882888.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286587486868.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287083760924.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127627979427.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317714877547.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397263016494.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366144487132.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406630499276.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389494924086.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116937486379.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406618151203.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187711680696.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389483855971.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287039202460.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_156323917374.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236560216323.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167924405907.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257301560400.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_203874843149.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286963186108.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287048651616.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287053392268.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406557555055.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168055175722.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127543844534.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073323.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376871555654.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397546532838.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297952874666.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157639879276.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389466654798.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227198062799.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406781146103.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365815332322.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306857858606.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876186032.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306486308476.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127428122729.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318024786667.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406798937608.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227291532896.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227277804592.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306830377489.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147239636205.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366327565953.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397809002310.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317988920703.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406781152819.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127428418699.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366318650449.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147225671683.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117111990549.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287253915047.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167573857058.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188242707733.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227277807943.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406785696225.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287232988583.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287235583257.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236706035725.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397773324450.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358320672930.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_176128041757.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168279383513.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_256889161294.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187680117192.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_326714984675.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168123269464.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366317482996.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197963166937.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366117956043.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366218556155.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188219371784.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226881209352.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157798891707.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277829112074.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277829109685.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277829096435.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168273403766.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327075448334.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318055365215.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206176559583.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336495638476.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336495636242.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318068250036.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198236959620.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389511655166.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336497628349.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177866825264.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287131994015.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317988629437.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236706035734.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147222133098.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198209761438.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317979392831.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336496727322.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336469776758.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406785917024.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147045583073.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127758373724.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306830356074.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206151458609.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187646840194.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389762944875.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318025528954.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127683719600.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389780965093.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377035284751.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187626144818.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358342632721.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306828725961.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236706035726.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318000840648.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116844408054.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317982250455.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388717202450.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117090830507.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277357975801.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377017313821.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267593514683.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257390043446.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117077555740.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267593535902.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365397253338.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_316133649205.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206136113460.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236685729375.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198195684632.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406638438771.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406431590139.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267612341403.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175402.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175432.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175456.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147201133848.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257366104811.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287115276206.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267596551076.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287008753230.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336468015987.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157757206989.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277786204864.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389703837888.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277786201184.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277786172185.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277786133070.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277786128938.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277785998420.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277785994020.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277785961290.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747591628.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747583223.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127726816593.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227211666438.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366254286736.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366252411103.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336388673089.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406732823770.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287191723841.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317979353158.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397008604530.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327037186369.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298011079342.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117072039686.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197917493857.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389704178084.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358277942938.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397586285819.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358251396470.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389700329600.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236660714231.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168193885855.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168171105288.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317949513899.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_136516540770.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358162987314.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177922111283.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336453691483.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298089679218.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297693500568.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277761239172.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277761208139.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336394557970.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365698595583.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365092232136.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117068369272.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168171127926.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126622122047.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406688001180.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177915837001.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127340265819.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147173412130.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157703068750.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336421045144.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117047069530.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227238286955.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_405536429056.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406687856975.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366219548742.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_266262765008.webp,8,1.0,1.0,1.0,1.0
